AnnoA;AteneoNOME;AteneoCOD;SESSO;Isc
2015/2016;Napoli Federico II;6301;F;43379
2015/2016;Napoli Federico II;6301;M;34566
2015/2016;Napoli L'Orientale;6303;F;8312
2015/2016;Napoli L'Orientale;6303;M;2368
2015/2016;Napoli Parthenope;6302;F;6126
2015/2016;Napoli Parthenope;6302;M;7691
2015/2016;Napoli Pegaso - telematica;6307;F;4961
2015/2016;Napoli Pegaso - telematica;6307;M;8299
2015/2016;Napoli Vanvitelli;6306;F;15086
2015/2016;Napoli Vanvitelli;6306;M;10838
2015/2016;Novedrate e-Campus - telematica;1301;F;3850
2015/2016;Novedrate e-Campus - telematica;1301;M;4013
2015/2016;Padova;2801;F;31611
2015/2016;Padova;2801;M;26962
2015/2016;Palermo;8201;F;23621
2015/2016;Palermo;8201;M;16561
2015/2016;Parma;3401;F;12910
2015/2016;Parma;3401;M;10150
2015/2016;Pavia;1801;F;11699
2015/2016;Pavia;1801;M;9377
2015/2016;Perugia;5401;F;12032
2015/2016;Perugia;5401;M;9495
2015/2016;Perugia Stranieri;5403;F;527
2015/2016;Perugia Stranieri;5403;M;365
2015/2016;Piemonte Orientale;201;F;6560
2015/2016;Piemonte Orientale;201;M;4209
2015/2016;Pisa;5001;F;23208
2015/2016;Pisa;5001;M;21831
2015/2016;Reggio Calabria;8001;F;3164
2015/2016;Reggio Calabria;8001;M;3100
2015/2016;Reggio Calabria - Dante Alighieri;8003;F;803
2015/2016;Reggio Calabria - Dante Alighieri;8003;M;161
2015/2016;Roma  Mercatorum - telematica;5814;F;112
2015/2016;Roma  Mercatorum - telematica;5814;M;171
2015/2016;Roma Biomedico;5808;F;1015
2015/2016;Roma Biomedico;5808;M;665
2015/2016;Roma Europea;5812;F;461
2015/2016;Roma Europea;5812;M;300
2015/2016;Roma Foro Italico;5806;F;617
2015/2016;Roma Foro Italico;5806;M;1612
2015/2016;Roma La Sapienza;5801;F;57462
2015/2016;Roma La Sapienza;5801;M;42323
2015/2016;Roma Link Campus;5817;F;550
2015/2016;Roma Link Campus;5817;M;1197
2015/2016;Roma LUISS;5805;F;3860
2015/2016;Roma LUISS;5805;M;4256
2015/2016;Roma LUMSA;5803;F;4065
2015/2016;Roma LUMSA;5803;M;1817
2015/2016;Roma Marconi - telematica;5810;F;4124
2015/2016;Roma Marconi - telematica;5810;M;5395
2015/2016;Roma San Raffaele - telematica;5816;F;836
2015/2016;Roma San Raffaele - telematica;5816;M;1207
2015/2016;Roma Tor Vergata;5802;F;15222
2015/2016;Roma Tor Vergata;5802;M;14455
2015/2016;Roma Tre;5807;F;20141
2015/2016;Roma Tre;5807;M;13799
2015/2016;Roma UNICUSANO - telematica;5815;F;6896
2015/2016;Roma UNICUSANO - telematica;5815;M;10365
2015/2016;Roma UNINETTUNO - telematica;5813;F;3743
2015/2016;Roma UNINETTUNO - telematica;5813;M;6075
2015/2016;Roma UNINT;5809;F;1057
2015/2016;Roma UNINT;5809;M;347
2015/2016;Roma UNITELMA - telematica;5811;F;676
2015/2016;Roma UNITELMA - telematica;5811;M;814
2015/2016;Rozzano (MI) Humanitas University;1510;F;215
2015/2016;Rozzano (MI) Humanitas University;1510;M;131
2015/2016;Salento;7501;F;10688
2015/2016;Salento;7501;M;6289
2015/2016;Salerno;6501;F;20688
2015/2016;Salerno;6501;M;14286
2015/2016;Sannio;6201;F;2813
2015/2016;Sannio;6201;M;2678
2015/2016;Sassari;9001;F;7892
2015/2016;Sassari;9001;M;4568
2015/2016;Siena;5201;F;8956
2015/2016;Siena;5201;M;6510
2015/2016;Siena Stranieri;5202;F;1316
2015/2016;Siena Stranieri;5202;M;318
2015/2016;Teramo;6701;F;3619
2015/2016;Teramo;6701;M;2577
2015/2016;Torino;101;F;40720
2015/2016;Torino;101;M;25622
2015/2016;Torino Politecnico;102;F;8736
2015/2016;Torino Politecnico;102;M;22004
2015/2016;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;F;80
2015/2016;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;M;55
2015/2016;Trento;2201;F;8270
2015/2016;Trento;2201;M;7968
2015/2016;Trieste;3201;F;8486
2015/2016;Trieste;3201;M;6577
2015/2016;Tuscia;5601;F;3867
2015/2016;Tuscia;5601;M;3971
2015/2016;Udine;3001;F;7667
2015/2016;Udine;3001;M;7207
2015/2016;Urbino;4101;F;8491
2015/2016;Urbino;4101;M;5382
2015/2016;Venezia Cà Foscari;2701;F;12813
2015/2016;Venezia Cà Foscari;2701;M;6954
2015/2016;Venezia Iuav;2702;F;2184
2015/2016;Venezia Iuav;2702;M;2081
2015/2016;Verona;2301;F;14595
2015/2016;Verona;2301;M;8087
2014/2015;Aosta;701;F;836
2014/2015;Aosta;701;M;316
2014/2015;Bari;7201;F;30803
2014/2015;Bari;7201;M;17862
2014/2015;Bari Politecnico;7202;F;3269
2014/2015;Bari Politecnico;7202;M;7023
2014/2015;Basilicata;7601;F;4204
2014/2015;Basilicata;7601;M;3024
2014/2015;Benevento Giustino Fortunato - telematica;6202;F;241
2014/2015;Benevento Giustino Fortunato - telematica;6202;M;385
2014/2015;Bergamo;1601;F;9320
2014/2015;Bergamo;1601;M;5536
2014/2015;Bologna;3701;F;43044
2014/2015;Bologna;3701;M;33877
2014/2015;Bolzano;2101;F;1858
2014/2015;Bolzano;2101;M;900
2014/2015;Bra Scienze Gastronomiche;401;F;164
2014/2015;Bra Scienze Gastronomiche;401;M;131
2014/2015;Brescia;1701;F;6655
2014/2015;Brescia;1701;M;7496
2014/2015;Cagliari;9201;F;15972
2014/2015;Cagliari;9201;M;10689
2014/2015;Calabria;7801;F;17018
2014/2015;Calabria;7801;M;11787
2014/2015;Camerino;4302;F;3444
2014/2015;Camerino;4302;M;3234
2014/2015;Casamassima - G.Degennaro;7203;F;497
2014/2015;Casamassima - G.Degennaro;7203;M;750
2014/2015;Cassino;6001;F;4510
2014/2015;Cassino;6001;M;3682
2014/2015;Castellanza LIUC;1201;F;674
2014/2015;Castellanza LIUC;1201;M;1143
2014/2015;Catania;8701;F;26889
2014/2015;Catania;8701;M;17746
2014/2015;Catanzaro;7901;F;6546
2014/2015;Catanzaro;7901;M;4198
2014/2015;Chieti e Pescara;6901;F;17653
2014/2015;Chieti e Pescara;6901;M;9709
2014/2015;Enna KORE;8601;F;3601
2014/2015;Enna KORE;8601;M;2357
2014/2015;Ferrara;3801;F;8618
2014/2015;Ferrara;3801;M;7032
2014/2015;Firenze;4801;F;29993
2014/2015;Firenze;4801;M;20910
2014/2015;Firenze IUL - telematica;4804;F;35
2014/2015;Firenze IUL - telematica;4804;M;5
2014/2015;Foggia;7101;F;6056
2014/2015;Foggia;7101;M;3470
2014/2015;Genova;1001;F;17775
2014/2015;Genova;1001;M;14465
2014/2015;Insubria;1202;F;4970
2014/2015;Insubria;1202;M;3895
2014/2015;L'Aquila;6601;F;12132
2014/2015;L'Aquila;6601;M;9107
2014/2015;Macerata;4301;F;6916
2014/2015;Macerata;4301;M;2815
2014/2015;Marche;4201;F;7114
2014/2015;Marche;4201;M;8615
2014/2015;Messina;8301;F;16262
2014/2015;Messina;8301;M;9261
2014/2015;Milano;1501;F;35612
2014/2015;Milano;1501;M;25095
2014/2015;Milano Bicocca;1509;F;19827
2014/2015;Milano Bicocca;1509;M;12332
2014/2015;Milano Bocconi;1503;F;6449
2014/2015;Milano Bocconi;1503;M;6880
2014/2015;Milano Cattolica;1504;F;23408
2014/2015;Milano Cattolica;1504;M;13025
2014/2015;Milano IULM;1505;F;3049
2014/2015;Milano IULM;1505;M;1269
2014/2015;Milano Politecnico;1502;F;13335
2014/2015;Milano Politecnico;1502;M;26744
2014/2015;Milano San Raffaele;1508;F;1258
2014/2015;Milano San Raffaele;1508;M;866
2014/2015;Modena e Reggio Emilia;3601;F;10579
2014/2015;Modena e Reggio Emilia;3601;M;9120
2014/2015;Molise;7001;F;4136
2014/2015;Molise;7001;M;2883
2014/2015;Napoli Benincasa;6304;F;6823
2014/2015;Napoli Benincasa;6304;M;1161
2014/2015;Napoli Federico II;6301;F;45249
2014/2015;Napoli Federico II;6301;M;35348
2014/2015;Napoli L'Orientale;6303;F;8110
2014/2015;Napoli L'Orientale;6303;M;2347
2014/2015;Napoli Parthenope;6302;F;6521
2014/2015;Napoli Parthenope;6302;M;8129
2014/2015;Napoli Pegaso - telematica;6307;F;3869
2014/2015;Napoli Pegaso - telematica;6307;M;6936
2014/2015;Napoli Vanvitelli;6306;F;15421
2014/2015;Napoli Vanvitelli;6306;M;10915
2014/2015;Novedrate e-Campus - telematica;1301;F;3687
2014/2015;Novedrate e-Campus - telematica;1301;M;3977
2014/2015;Padova;2801;F;31773
2014/2015;Padova;2801;M;26725
2014/2015;Palermo;8201;F;25042
2014/2015;Palermo;8201;M;17419
2014/2015;Parma;3401;F;13205
2014/2015;Parma;3401;M;10153
2014/2015;Pavia;1801;F;11811
2014/2015;Pavia;1801;M;9458
2014/2015;Perugia;5401;F;12585
2014/2015;Perugia;5401;M;9749
2014/2015;Perugia Stranieri;5403;F;630
2014/2015;Perugia Stranieri;5403;M;359
2014/2015;Piemonte Orientale;201;F;6333
2014/2015;Piemonte Orientale;201;M;4068
2014/2015;Pisa;5001;F;23311
2014/2015;Pisa;5001;M;22029
2014/2015;Reggio Calabria;8001;F;3438
2014/2015;Reggio Calabria;8001;M;3371
2014/2015;Reggio Calabria - Dante Alighieri;8003;F;749
2014/2015;Reggio Calabria - Dante Alighieri;8003;M;156
2014/2015;Roma  Mercatorum - telematica;5814;F;103
2014/2015;Roma  Mercatorum - telematica;5814;M;161
2014/2015;Roma Biomedico;5808;F;982
2014/2015;Roma Biomedico;5808;M;659
2014/2015;Roma Europea;5812;F;495
2014/2015;Roma Europea;5812;M;311
2014/2015;Roma Foro Italico;5806;F;650
2014/2015;Roma Foro Italico;5806;M;1556
2014/2015;Roma La Sapienza;5801;F;59363
2014/2015;Roma La Sapienza;5801;M;43052
2014/2015;Roma Link Campus;5817;F;484
2014/2015;Roma Link Campus;5817;M;929
2014/2015;Roma LUISS;5805;F;3791
2014/2015;Roma LUISS;5805;M;3914
2014/2015;Roma LUMSA;5803;F;3979
2014/2015;Roma LUMSA;5803;M;1901
2014/2015;Roma Marconi - telematica;5810;F;3476
2014/2015;Roma Marconi - telematica;5810;M;5002
2014/2015;Roma San Raffaele - telematica;5816;F;532
2014/2015;Roma San Raffaele - telematica;5816;M;858
2014/2015;Roma Tor Vergata;5802;F;15486
2014/2015;Roma Tor Vergata;5802;M;14801
2014/2015;Roma Tre;5807;F;20538
2014/2015;Roma Tre;5807;M;14292
2014/2015;Roma UNICUSANO - telematica;5815;F;5669
2014/2015;Roma UNICUSANO - telematica;5815;M;8585
2014/2015;Roma UNINETTUNO - telematica;5813;F;3529
2014/2015;Roma UNINETTUNO - telematica;5813;M;5712
2014/2015;Roma UNINT;5809;F;965
2014/2015;Roma UNINT;5809;M;331
2014/2015;Roma UNITELMA - telematica;5811;F;742
2014/2015;Roma UNITELMA - telematica;5811;M;838
2014/2015;Rozzano (MI) Humanitas University;1510;F;94
2014/2015;Rozzano (MI) Humanitas University;1510;M;47
2014/2015;Salento;7501;F;11376
2014/2015;Salento;7501;M;6531
2014/2015;Salerno;6501;F;20947
2014/2015;Salerno;6501;M;13978
2014/2015;Sannio;6201;F;3050
2014/2015;Sannio;6201;M;2760
2014/2015;Sassari;9001;F;8260
2014/2015;Sassari;9001;M;4589
2014/2015;Siena;5201;F;9105
2014/2015;Siena;5201;M;6508
2014/2015;Siena Stranieri;5202;F;1128
2014/2015;Siena Stranieri;5202;M;267
2014/2015;Teramo;6701;F;3721
2014/2015;Teramo;6701;M;2605
2014/2015;Torino;101;F;40730
2014/2015;Torino;101;M;25310
2014/2015;Torino Politecnico;102;F;8485
2014/2015;Torino Politecnico;102;M;21369
2014/2015;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;F;124
2014/2015;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;M;83
2014/2015;Trento;2201;F;8384
2014/2015;Trento;2201;M;8170
2014/2015;Trieste;3201;F;8809
2014/2015;Trieste;3201;M;6764
2014/2015;Tuscia;5601;F;3740
2014/2015;Tuscia;5601;M;3866
2014/2015;Udine;3001;F;7802
2014/2015;Udine;3001;M;7147
2014/2015;Urbino;4101;F;8565
2014/2015;Urbino;4101;M;5418
2014/2015;Venezia Cà Foscari;2701;F;12393
2014/2015;Venezia Cà Foscari;2701;M;6788
2014/2015;Venezia Iuav;2702;F;2274
2014/2015;Venezia Iuav;2702;M;2241
2014/2015;Verona;2301;F;14196
2014/2015;Verona;2301;M;7833
2013/2014;Aosta;701;F;836
2013/2014;Aosta;701;M;325
2013/2014;Bari;7201;F;32105
2013/2014;Bari;7201;M;18053
2013/2014;Bari Politecnico;7202;F;3389
2013/2014;Bari Politecnico;7202;M;7317
2013/2014;Basilicata;7601;F;4241
2013/2014;Basilicata;7601;M;3217
2013/2014;Benevento Giustino Fortunato - telematica;6202;F;194
2013/2014;Benevento Giustino Fortunato - telematica;6202;M;350
2013/2014;Bergamo;1601;F;9013
2013/2014;Bergamo;1601;M;5356
2013/2014;Bologna;3701;F;43529
2013/2014;Bologna;3701;M;34115
2013/2014;Bolzano;2101;F;1823
2013/2014;Bolzano;2101;M;829
2013/2014;Bra Scienze Gastronomiche;401;F;145
2013/2014;Bra Scienze Gastronomiche;401;M;119
2013/2014;Brescia;1701;F;6717
2013/2014;Brescia;1701;M;7491
2013/2014;Cagliari;9201;F;16763
2013/2014;Cagliari;9201;M;11048
2013/2014;Calabria;7801;F;18175
2013/2014;Calabria;7801;M;12372
2013/2014;Camerino;4302;F;3554
2013/2014;Camerino;4302;M;3351
2013/2014;Casamassima - G.Degennaro;7203;F;518
2013/2014;Casamassima - G.Degennaro;7203;M;782
2013/2014;Cassino;6001;F;4770
2013/2014;Cassino;6001;M;3850
2013/2014;Castellanza LIUC;1201;F;666
2013/2014;Castellanza LIUC;1201;M;1093
2013/2014;Catania;8701;F;28344
2013/2014;Catania;8701;M;18257
2013/2014;Catanzaro;7901;F;6377
2013/2014;Catanzaro;7901;M;4057
2013/2014;Chieti e Pescara;6901;F;18530
2013/2014;Chieti e Pescara;6901;M;10055
2013/2014;Enna KORE;8601;F;3583
2013/2014;Enna KORE;8601;M;2443
2013/2014;Ferrara;3801;F;8738
2013/2014;Ferrara;3801;M;7174
2013/2014;Firenze;4801;F;29550
2013/2014;Firenze;4801;M;20737
2013/2014;Firenze IUL - telematica;4804;F;18
2013/2014;Firenze IUL - telematica;4804;M;3
2013/2014;Foggia;7101;F;6116
2013/2014;Foggia;7101;M;3503
2013/2014;Genova;1001;F;18105
2013/2014;Genova;1001;M;14604
2013/2014;Insubria;1202;F;4784
2013/2014;Insubria;1202;M;3746
2013/2014;L'Aquila;6601;F;13509
2013/2014;L'Aquila;6601;M;10525
2013/2014;Macerata;4301;F;6933
2013/2014;Macerata;4301;M;2897
2013/2014;Marche;4201;F;6992
2013/2014;Marche;4201;M;8676
2013/2014;Messina;8301;F;16938
2013/2014;Messina;8301;M;9671
2013/2014;Milano;1501;F;35590
2013/2014;Milano;1501;M;24844
2013/2014;Milano Bicocca;1509;F;19931
2013/2014;Milano Bicocca;1509;M;12245
2013/2014;Milano Bocconi;1503;F;6649
2013/2014;Milano Bocconi;1503;M;6920
2013/2014;Milano Cattolica;1504;F;23741
2013/2014;Milano Cattolica;1504;M;13043
2013/2014;Milano IULM;1505;F;2935
2013/2014;Milano IULM;1505;M;1264
2013/2014;Milano Politecnico;1502;F;13296
2013/2014;Milano Politecnico;1502;M;26508
2013/2014;Milano San Raffaele;1508;F;1146
2013/2014;Milano San Raffaele;1508;M;855
2013/2014;Modena e Reggio Emilia;3601;F;10628
2013/2014;Modena e Reggio Emilia;3601;M;8925
2013/2014;Molise;7001;F;4332
2013/2014;Molise;7001;M;2997
2013/2014;Napoli Benincasa;6304;F;6888
2013/2014;Napoli Benincasa;6304;M;1195
2013/2014;Napoli Federico II;6301;F;46392
2013/2014;Napoli Federico II;6301;M;35733
2013/2014;Napoli L'Orientale;6303;F;8185
2013/2014;Napoli L'Orientale;6303;M;2299
2013/2014;Napoli Parthenope;6302;F;6844
2013/2014;Napoli Parthenope;6302;M;8654
2013/2014;Napoli Pegaso - telematica;6307;F;3055
2013/2014;Napoli Pegaso - telematica;6307;M;5862
2013/2014;Napoli Vanvitelli;6306;F;15539
2013/2014;Napoli Vanvitelli;6306;M;11137
2013/2014;Novedrate e-Campus - telematica;1301;F;3134
2013/2014;Novedrate e-Campus - telematica;1301;M;3590
2013/2014;Padova;2801;F;32171
2013/2014;Padova;2801;M;26240
2013/2014;Palermo;8201;F;26542
2013/2014;Palermo;8201;M;18157
2013/2014;Parma;3401;F;14143
2013/2014;Parma;3401;M;10792
2013/2014;Pavia;1801;F;11888
2013/2014;Pavia;1801;M;9652
2013/2014;Perugia;5401;F;12939
2013/2014;Perugia;5401;M;9956
2013/2014;Perugia Stranieri;5403;F;708
2013/2014;Perugia Stranieri;5403;M;392
2013/2014;Piemonte Orientale;201;F;6134
2013/2014;Piemonte Orientale;201;M;3961
2013/2014;Pisa;5001;F;23402
2013/2014;Pisa;5001;M;21730
2013/2014;Reggio Calabria;8001;F;3870
2013/2014;Reggio Calabria;8001;M;3780
2013/2014;Reggio Calabria - Dante Alighieri;8003;F;646
2013/2014;Reggio Calabria - Dante Alighieri;8003;M;120
2013/2014;Roma  Mercatorum - telematica;5814;F;91
2013/2014;Roma  Mercatorum - telematica;5814;M;160
2013/2014;Roma Biomedico;5808;F;941
2013/2014;Roma Biomedico;5808;M;626
2013/2014;Roma Europea;5812;F;547
2013/2014;Roma Europea;5812;M;340
2013/2014;Roma Foro Italico;5806;F;683
2013/2014;Roma Foro Italico;5806;M;1524
2013/2014;Roma La Sapienza;5801;F;60560
2013/2014;Roma La Sapienza;5801;M;42994
2013/2014;Roma Link Campus;5817;F;399
2013/2014;Roma Link Campus;5817;M;787
2013/2014;Roma LUISS;5805;F;3888
2013/2014;Roma LUISS;5805;M;3736
2013/2014;Roma LUMSA;5803;F;4073
2013/2014;Roma LUMSA;5803;M;1949
2013/2014;Roma Marconi - telematica;5810;F;4382
2013/2014;Roma Marconi - telematica;5810;M;7891
2013/2014;Roma San Raffaele - telematica;5816;F;356
2013/2014;Roma San Raffaele - telematica;5816;M;609
2013/2014;Roma Tor Vergata;5802;F;15474
2013/2014;Roma Tor Vergata;5802;M;15121
2013/2014;Roma Tre;5807;F;20984
2013/2014;Roma Tre;5807;M;14419
2013/2014;Roma UNICUSANO - telematica;5815;F;4610
2013/2014;Roma UNICUSANO - telematica;5815;M;7327
2013/2014;Roma UNINETTUNO - telematica;5813;F;3315
2013/2014;Roma UNINETTUNO - telematica;5813;M;5279
2013/2014;Roma UNINT;5809;F;834
2013/2014;Roma UNINT;5809;M;365
2013/2014;Roma UNITELMA - telematica;5811;F;787
2013/2014;Roma UNITELMA - telematica;5811;M;892
2013/2014;Salento;7501;F;12185
2013/2014;Salento;7501;M;6693
2013/2014;Salerno;6501;F;21328
2013/2014;Salerno;6501;M;13680
2013/2014;Sannio;6201;F;3225
2013/2014;Sannio;6201;M;2968
2013/2014;Sassari;9001;F;8584
2013/2014;Sassari;9001;M;4746
2013/2014;Siena;5201;F;9287
2013/2014;Siena;5201;M;6493
2013/2014;Siena Stranieri;5202;F;925
2013/2014;Siena Stranieri;5202;M;211
2013/2014;Teramo;6701;F;3931
2013/2014;Teramo;6701;M;2759
2013/2014;Torino;101;F;40541
2013/2014;Torino;101;M;24934
2013/2014;Torino Politecnico;102;F;8269
2013/2014;Torino Politecnico;102;M;20871
2013/2014;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;F;158
2013/2014;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;M;132
2013/2014;Trento;2201;F;8360
2013/2014;Trento;2201;M;8173
2013/2014;Trieste;3201;F;9350
2013/2014;Trieste;3201;M;7193
2013/2014;Tuscia;5601;F;3680
2013/2014;Tuscia;5601;M;3756
2013/2014;Udine;3001;F;8086
2013/2014;Udine;3001;M;7111
2013/2014;Urbino;4101;F;8551
2013/2014;Urbino;4101;M;5422
2013/2014;Venezia Cà Foscari;2701;F;12585
2013/2014;Venezia Cà Foscari;2701;M;6798
2013/2014;Venezia Iuav;2702;F;2318
2013/2014;Venezia Iuav;2702;M;2409
2013/2014;Verona;2301;F;14184
2013/2014;Verona;2301;M;7760
2012/2013;Aosta;701;F;875
2012/2013;Aosta;701;M;334
2012/2013;Bari;7201;F;33496
2012/2013;Bari;7201;M;18414
2012/2013;Bari Politecnico;7202;F;3519
2012/2013;Bari Politecnico;7202;M;7667
2012/2013;Basilicata;7601;F;4459
2012/2013;Basilicata;7601;M;3484
2012/2013;Benevento Giustino Fortunato - telematica;6202;F;183
2012/2013;Benevento Giustino Fortunato - telematica;6202;M;303
2012/2013;Bergamo;1601;F;9080
2012/2013;Bergamo;1601;M;5452
2012/2013;Bologna;3701;F;44341
2012/2013;Bologna;3701;M;34260
2012/2013;Bolzano;2101;F;1900
2012/2013;Bolzano;2101;M;859
2012/2013;Bra Scienze Gastronomiche;401;F;142
2012/2013;Bra Scienze Gastronomiche;401;M;126
2012/2013;Brescia;1701;F;6671
2012/2013;Brescia;1701;M;7546
2012/2013;Cagliari;9201;F;17554
2012/2013;Cagliari;9201;M;11419
2012/2013;Calabria;7801;F;18863
2012/2013;Calabria;7801;M;12770
2012/2013;Camerino;4302;F;3708
2012/2013;Camerino;4302;M;3583
2012/2013;Casamassima - G.Degennaro;7203;F;491
2012/2013;Casamassima - G.Degennaro;7203;M;816
2012/2013;Cassino;6001;F;5052
2012/2013;Cassino;6001;M;4078
2012/2013;Castellanza LIUC;1201;F;653
2012/2013;Castellanza LIUC;1201;M;1108
2012/2013;Catania;8701;F;29624
