AnnoA;AteneoNOME;AteneoCOD;SESSO;Isc
2012/2013;Catania;8701;M;18662
2012/2013;Catanzaro;7901;F;6156
2012/2013;Catanzaro;7901;M;3891
2012/2013;Chieti e Pescara;6901;F;19519
2012/2013;Chieti e Pescara;6901;M;10435
2012/2013;Enna KORE;8601;F;3509
2012/2013;Enna KORE;8601;M;2483
2012/2013;Ferrara;3801;F;9262
2012/2013;Ferrara;3801;M;7400
2012/2013;Firenze;4801;F;30258
2012/2013;Firenze;4801;M;21167
2012/2013;Firenze IUL - telematica;4804;F;19
2012/2013;Firenze IUL - telematica;4804;M;5
2012/2013;Foggia;7101;F;6293
2012/2013;Foggia;7101;M;3731
2012/2013;Genova;1001;F;18946
2012/2013;Genova;1001;M;14932
2012/2013;Insubria;1202;F;4814
2012/2013;Insubria;1202;M;3817
2012/2013;L'Aquila;6601;F;13539
2012/2013;L'Aquila;6601;M;10807
2012/2013;Macerata;4301;F;7245
2012/2013;Macerata;4301;M;3040
2012/2013;Marche;4201;F;7031
2012/2013;Marche;4201;M;8843
2012/2013;Messina;8301;F;18398
2012/2013;Messina;8301;M;10583
2012/2013;Milano;1501;F;35378
2012/2013;Milano;1501;M;24612
2012/2013;Milano Bicocca;1509;F;20251
2012/2013;Milano Bicocca;1509;M;12277
2012/2013;Milano Bocconi;1503;F;6558
2012/2013;Milano Bocconi;1503;M;6868
2012/2013;Milano Cattolica;1504;F;24483
2012/2013;Milano Cattolica;1504;M;13291
2012/2013;Milano IULM;1505;F;2969
2012/2013;Milano IULM;1505;M;1276
2012/2013;Milano Politecnico;1502;F;13077
2012/2013;Milano Politecnico;1502;M;26007
2012/2013;Milano San Raffaele;1508;F;1151
2012/2013;Milano San Raffaele;1508;M;837
2012/2013;Modena e Reggio Emilia;3601;F;10387
2012/2013;Modena e Reggio Emilia;3601;M;8781
2012/2013;Molise;7001;F;4384
2012/2013;Molise;7001;M;3101
2012/2013;Napoli Benincasa;6304;F;7666
2012/2013;Napoli Benincasa;6304;M;1354
2012/2013;Napoli Federico II;6301;F;47989
2012/2013;Napoli Federico II;6301;M;36661
2012/2013;Napoli L'Orientale;6303;F;8107
2012/2013;Napoli L'Orientale;6303;M;2290
2012/2013;Napoli Parthenope;6302;F;7053
2012/2013;Napoli Parthenope;6302;M;8774
2012/2013;Napoli Pegaso - telematica;6307;F;1810
2012/2013;Napoli Pegaso - telematica;6307;M;2910
2012/2013;Napoli Vanvitelli;6306;F;16400
2012/2013;Napoli Vanvitelli;6306;M;11801
2012/2013;Novedrate e-Campus - telematica;1301;F;2758
2012/2013;Novedrate e-Campus - telematica;1301;M;3395
2012/2013;Padova;2801;F;33074
2012/2013;Padova;2801;M;26321
2012/2013;Palermo;8201;F;28332
2012/2013;Palermo;8201;M;18922
2012/2013;Parma;3401;F;15023
2012/2013;Parma;3401;M;11457
2012/2013;Pavia;1801;F;12208
2012/2013;Pavia;1801;M;9668
2012/2013;Perugia;5401;F;14164
2012/2013;Perugia;5401;M;10751
2012/2013;Perugia Stranieri;5403;F;775
2012/2013;Perugia Stranieri;5403;M;449
2012/2013;Piemonte Orientale;201;F;6085
2012/2013;Piemonte Orientale;201;M;3914
2012/2013;Pisa;5001;F;23523
2012/2013;Pisa;5001;M;21665
2012/2013;Reggio Calabria;8001;F;4295
2012/2013;Reggio Calabria;8001;M;4218
2012/2013;Reggio Calabria - Dante Alighieri;8003;F;577
2012/2013;Reggio Calabria - Dante Alighieri;8003;M;114
2012/2013;Roma  Mercatorum - telematica;5814;F;63
2012/2013;Roma  Mercatorum - telematica;5814;M;137
2012/2013;Roma Biomedico;5808;F;920
2012/2013;Roma Biomedico;5808;M;618
2012/2013;Roma Europea;5812;F;569
2012/2013;Roma Europea;5812;M;371
2012/2013;Roma Foro Italico;5806;F;662
2012/2013;Roma Foro Italico;5806;M;1485
2012/2013;Roma La Sapienza;5801;F;64321
2012/2013;Roma La Sapienza;5801;M;44881
2012/2013;Roma LUISS;5805;F;4025
2012/2013;Roma LUISS;5805;M;3728
2012/2013;Roma LUMSA;5803;F;4297
2012/2013;Roma LUMSA;5803;M;2047
2012/2013;Roma Marconi - telematica;5810;F;3875
2012/2013;Roma Marconi - telematica;5810;M;7448
2012/2013;Roma San Raffaele - telematica;5816;F;291
2012/2013;Roma San Raffaele - telematica;5816;M;551
2012/2013;Roma Tor Vergata;5802;F;15966
2012/2013;Roma Tor Vergata;5802;M;15104
2012/2013;Roma Tre;5807;F;21272
2012/2013;Roma Tre;5807;M;14470
2012/2013;Roma UNICUSANO - telematica;5815;F;4091
2012/2013;Roma UNICUSANO - telematica;5815;M;7410
2012/2013;Roma UNINETTUNO - telematica;5813;F;3107
2012/2013;Roma UNINETTUNO - telematica;5813;M;4914
2012/2013;Roma UNINT;5809;F;803
2012/2013;Roma UNINT;5809;M;405
2012/2013;Roma UNITELMA - telematica;5811;F;821
2012/2013;Roma UNITELMA - telematica;5811;M;913
2012/2013;Salento;7501;F;13222
2012/2013;Salento;7501;M;6987
2012/2013;Salerno;6501;F;21976
2012/2013;Salerno;6501;M;13848
2012/2013;Sannio;6201;F;3267
2012/2013;Sannio;6201;M;3003
2012/2013;Sassari;9001;F;9077
2012/2013;Sassari;9001;M;4906
2012/2013;Siena;5201;F;9631
2012/2013;Siena;5201;M;6746
2012/2013;Siena Stranieri;5202;F;787
2012/2013;Siena Stranieri;5202;M;165
2012/2013;Teramo;6701;F;4078
2012/2013;Teramo;6701;M;3006
2012/2013;Torino;101;F;40817
2012/2013;Torino;101;M;24891
2012/2013;Torino Politecnico;102;F;7993
2012/2013;Torino Politecnico;102;M;20062
2012/2013;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;F;184
2012/2013;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;M;142
2012/2013;Trento;2201;F;8473
2012/2013;Trento;2201;M;8077
2012/2013;Trieste;3201;F;9832
2012/2013;Trieste;3201;M;7528
2012/2013;Tuscia;5601;F;3586
2012/2013;Tuscia;5601;M;3658
2012/2013;Udine;3001;F;8361
2012/2013;Udine;3001;M;7263
2012/2013;Urbino;4101;F;8853
2012/2013;Urbino;4101;M;5594
2012/2013;Venezia Cà Foscari;2701;F;12207
2012/2013;Venezia Cà Foscari;2701;M;6490
2012/2013;Venezia Iuav;2702;F;2500
2012/2013;Venezia Iuav;2702;M;2680
2012/2013;Verona;2301;F;14637
2012/2013;Verona;2301;M;7987
2011/2012;Aosta;701;F;908
2011/2012;Aosta;701;M;308
2011/2012;Bari;7201;F;35687
2011/2012;Bari;7201;M;19186
2011/2012;Bari Politecnico;7202;F;3656
2011/2012;Bari Politecnico;7202;M;8160
2011/2012;Basilicata;7601;F;4683
2011/2012;Basilicata;7601;M;3708
2011/2012;Benevento Giustino Fortunato - telematica;6202;F;161
2011/2012;Benevento Giustino Fortunato - telematica;6202;M;327
2011/2012;Bergamo;1601;F;9208
2011/2012;Bergamo;1601;M;5642
2011/2012;Bologna;3701;F;45211
2011/2012;Bologna;3701;M;34862
2011/2012;Bolzano;2101;F;1984
2011/2012;Bolzano;2101;M;846
2011/2012;Bra Scienze Gastronomiche;401;F;129
2011/2012;Bra Scienze Gastronomiche;401;M;125
2011/2012;Brescia;1701;F;6754
2011/2012;Brescia;1701;M;7570
2011/2012;Cagliari;9201;F;18888
2011/2012;Cagliari;9201;M;12013
2011/2012;Calabria;7801;F;19598
2011/2012;Calabria;7801;M;13301
2011/2012;Camerino;4302;F;3777
2011/2012;Camerino;4302;M;3807
2011/2012;Casamassima - G.Degennaro;7203;F;480
2011/2012;Casamassima - G.Degennaro;7203;M;812
2011/2012;Cassino;6001;F;5663
2011/2012;Cassino;6001;M;4491
2011/2012;Castellanza LIUC;1201;F;628
2011/2012;Castellanza LIUC;1201;M;1208
2011/2012;Catania;8701;F;29707
2011/2012;Catania;8701;M;18743
2011/2012;Catanzaro;7901;F;6274
2011/2012;Catanzaro;7901;M;3910
2011/2012;Chieti e Pescara;6901;F;20653
2011/2012;Chieti e Pescara;6901;M;11147
2011/2012;Enna KORE;8601;F;3631
2011/2012;Enna KORE;8601;M;2521
2011/2012;Ferrara;3801;F;9776
2011/2012;Ferrara;3801;M;7743
2011/2012;Firenze;4801;F;31272
2011/2012;Firenze;4801;M;22196
2011/2012;Firenze IUL - telematica;4804;F;22
2011/2012;Firenze IUL - telematica;4804;M;6
2011/2012;Foggia;7101;F;6617
2011/2012;Foggia;7101;M;3853
2011/2012;Genova;1001;F;20350
2011/2012;Genova;1001;M;15766
2011/2012;Insubria;1202;F;5059
2011/2012;Insubria;1202;M;3947
2011/2012;L'Aquila;6601;F;13219
2011/2012;L'Aquila;6601;M;10842
2011/2012;Macerata;4301;F;7790
2011/2012;Macerata;4301;M;3230
2011/2012;Marche;4201;F;7031
2011/2012;Marche;4201;M;9202
2011/2012;Messina;8301;F;19714
2011/2012;Messina;8301;M;11432
2011/2012;Milano;1501;F;35549
2011/2012;Milano;1501;M;24793
2011/2012;Milano Bicocca;1509;F;20315
2011/2012;Milano Bicocca;1509;M;12135
2011/2012;Milano Bocconi;1503;F;6446
2011/2012;Milano Bocconi;1503;M;6855
2011/2012;Milano Cattolica;1504;F;24681
2011/2012;Milano Cattolica;1504;M;13340
2011/2012;Milano IULM;1505;F;3042
2011/2012;Milano IULM;1505;M;1344
2011/2012;Milano Politecnico;1502;F;12954
2011/2012;Milano Politecnico;1502;M;25766
2011/2012;Milano San Raffaele;1508;F;1171
2011/2012;Milano San Raffaele;1508;M;799
2011/2012;Modena e Reggio Emilia;3601;F;10539
2011/2012;Modena e Reggio Emilia;3601;M;8852
2011/2012;Molise;7001;F;4597
2011/2012;Molise;7001;M;3172
2011/2012;Napoli Benincasa;6304;F;8306
2011/2012;Napoli Benincasa;6304;M;1467
2011/2012;Napoli Federico II;6301;F;49554
2011/2012;Napoli Federico II;6301;M;37997
2011/2012;Napoli L'Orientale;6303;F;8005
2011/2012;Napoli L'Orientale;6303;M;2229
2011/2012;Napoli Parthenope;6302;F;7299
2011/2012;Napoli Parthenope;6302;M;9072
2011/2012;Napoli Pegaso - telematica;6307;F;1416
2011/2012;Napoli Pegaso - telematica;6307;M;2269
2011/2012;Napoli Vanvitelli;6306;F;16814
2011/2012;Napoli Vanvitelli;6306;M;12160
2011/2012;Novedrate e-Campus - telematica;1301;F;2889
2011/2012;Novedrate e-Campus - telematica;1301;M;3862
2011/2012;Padova;2801;F;34022
2011/2012;Padova;2801;M;26678
2011/2012;Palermo;8201;F;30427
2011/2012;Palermo;8201;M;20280
2011/2012;Parma;3401;F;16199
2011/2012;Parma;3401;M;12652
2011/2012;Pavia;1801;F;12195
2011/2012;Pavia;1801;M;9747
2011/2012;Perugia;5401;F;14691
2011/2012;Perugia;5401;M;11264
2011/2012;Perugia Stranieri;5403;F;826
2011/2012;Perugia Stranieri;5403;M;474
2011/2012;Piemonte Orientale;201;F;5873
2011/2012;Piemonte Orientale;201;M;3895
2011/2012;Pisa;5001;F;24240
2011/2012;Pisa;5001;M;21981
2011/2012;Reggio Calabria;8001;F;4671
2011/2012;Reggio Calabria;8001;M;4644
2011/2012;Reggio Calabria - Dante Alighieri;8003;F;447
2011/2012;Reggio Calabria - Dante Alighieri;8003;M;80
2011/2012;Roma  Mercatorum - telematica;5814;F;69
2011/2012;Roma  Mercatorum - telematica;5814;M;144
2011/2012;Roma Biomedico;5808;F;862
2011/2012;Roma Biomedico;5808;M;599
2011/2012;Roma Europea;5812;F;550
2011/2012;Roma Europea;5812;M;359
2011/2012;Roma Foro Italico;5806;F;683
2011/2012;Roma Foro Italico;5806;M;1434
2011/2012;Roma La Sapienza;5801;F;68697
2011/2012;Roma La Sapienza;5801;M;47047
2011/2012;Roma LUISS;5805;F;4103
2011/2012;Roma LUISS;5805;M;3697
2011/2012;Roma LUMSA;5803;F;4459
2011/2012;Roma LUMSA;5803;M;2146
2011/2012;Roma Marconi - telematica;5810;F;3449
2011/2012;Roma Marconi - telematica;5810;M;7144
2011/2012;Roma San Raffaele - telematica;5816;F;154
2011/2012;Roma San Raffaele - telematica;5816;M;285
2011/2012;Roma Tor Vergata;5802;F;16619
2011/2012;Roma Tor Vergata;5802;M;15193
2011/2012;Roma Tre;5807;F;22019
2011/2012;Roma Tre;5807;M;15008
2011/2012;Roma UNICUSANO - telematica;5815;F;3526
2011/2012;Roma UNICUSANO - telematica;5815;M;6539
2011/2012;Roma UNINETTUNO - telematica;5813;F;2277
2011/2012;Roma UNINETTUNO - telematica;5813;M;3640
2011/2012;Roma UNINT;5809;F;848
2011/2012;Roma UNINT;5809;M;430
2011/2012;Roma UNITELMA - telematica;5811;F;727
2011/2012;Roma UNITELMA - telematica;5811;M;944
2011/2012;Salento;7501;F;14556
2011/2012;Salento;7501;M;7576
2011/2012;Salerno;6501;F;22623
2011/2012;Salerno;6501;M;14215
2011/2012;Sannio;6201;F;3489
2011/2012;Sannio;6201;M;3246
2011/2012;Sassari;9001;F;9517
2011/2012;Sassari;9001;M;5077
2011/2012;Siena;5201;F;10581
2011/2012;Siena;5201;M;7225
2011/2012;Siena Stranieri;5202;F;650
2011/2012;Siena Stranieri;5202;M;126
2011/2012;Teramo;6701;F;4536
2011/2012;Teramo;6701;M;3317
2011/2012;Torino;101;F;41145
2011/2012;Torino;101;M;25124
2011/2012;Torino Politecnico;102;F;7798
2011/2012;Torino Politecnico;102;M;20016
2011/2012;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;F;206
2011/2012;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;M;144
2011/2012;Trento;2201;F;8621
2011/2012;Trento;2201;M;8151
2011/2012;Trieste;3201;F;10796
2011/2012;Trieste;3201;M;8052
2011/2012;Tuscia;5601;F;3695
2011/2012;Tuscia;5601;M;4314
2011/2012;Udine;3001;F;8615
2011/2012;Udine;3001;M;7415
2011/2012;Urbino;4101;F;9323
2011/2012;Urbino;4101;M;5726
2011/2012;Venezia Cà Foscari;2701;F;11892
2011/2012;Venezia Cà Foscari;2701;M;6421
2011/2012;Venezia Iuav;2702;F;2731
2011/2012;Venezia Iuav;2702;M;2899
2011/2012;Verona;2301;F;14975
2011/2012;Verona;2301;M;7964
2010/2011;Aosta;701;F;939
2010/2011;Aosta;701;M;305
2010/2011;Bari;7201;F;37389
2010/2011;Bari;7201;M;20133
2010/2011;Bari Politecnico;7202;F;3804
2010/2011;Bari Politecnico;7202;M;8620
2010/2011;Basilicata;7601;F;4795
2010/2011;Basilicata;7601;M;3726
2010/2011;Benevento Giustino Fortunato - telematica;6202;F;175
2010/2011;Benevento Giustino Fortunato - telematica;6202;M;382
2010/2011;Bergamo;1601;F;9276
2010/2011;Bergamo;1601;M;5759
2010/2011;Bologna;3701;F;45138
2010/2011;Bologna;3701;M;34923
2010/2011;Bolzano;2101;F;2299
2010/2011;Bolzano;2101;M;890
2010/2011;Bra Scienze Gastronomiche;401;F;109
2010/2011;Bra Scienze Gastronomiche;401;M;140
2010/2011;Brescia;1701;F;6690
2010/2011;Brescia;1701;M;7750
2010/2011;Cagliari;9201;F;20261
2010/2011;Cagliari;9201;M;12720
2010/2011;Calabria;7801;F;20263
2010/2011;Calabria;7801;M;13901
2010/2011;Camerino;4302;F;3809
2010/2011;Camerino;4302;M;3965
2010/2011;Casamassima - G.Degennaro;7203;F;520
2010/2011;Casamassima - G.Degennaro;7203;M;826
2010/2011;Cassino;6001;F;6008
2010/2011;Cassino;6001;M;4674
2010/2011;Castellanza LIUC;1201;F;610
2010/2011;Castellanza LIUC;1201;M;1221
2010/2011;Catania;8701;F;35350
2010/2011;Catania;8701;M;22413
2010/2011;Catanzaro;7901;F;6704
2010/2011;Catanzaro;7901;M;4267
2010/2011;Chieti e Pescara;6901;F;20851
2010/2011;Chieti e Pescara;6901;M;11550
2010/2011;Enna KORE;8601;F;3729
2010/2011;Enna KORE;8601;M;2500
2010/2011;Ferrara;3801;F;10024
2010/2011;Ferrara;3801;M;7984
2010/2011;Firenze;4801;F;32409
2010/2011;Firenze;4801;M;23308
2010/2011;Firenze IUL - telematica;4804;F;16
2010/2011;Firenze IUL - telematica;4804;M;4
2010/2011;Foggia;7101;F;6914
2010/2011;Foggia;7101;M;4054
2010/2011;Genova;1001;F;21024
2010/2011;Genova;1001;M;16051
2010/2011;Insubria;1202;F;5215
2010/2011;Insubria;1202;M;4162
2010/2011;L'Aquila;6601;F;12813
2010/2011;L'Aquila;6601;M;10680
2010/2011;Macerata;4301;F;8122
2010/2011;Macerata;4301;M;3489
2010/2011;Marche;4201;F;7271
2010/2011;Marche;4201;M;9345
2010/2011;Messina;8301;F;20499
2010/2011;Messina;8301;M;11950
2010/2011;Milano;1501;F;35511
2010/2011;Milano;1501;M;24947
2010/2011;Milano Bicocca;1509;F;19763
2010/2011;Milano Bicocca;1509;M;11962
2010/2011;Milano Bocconi;1503;F;6335
2010/2011;Milano Bocconi;1503;M;6937
2010/2011;Milano Cattolica;1504;F;25461
2010/2011;Milano Cattolica;1504;M;13648
2010/2011;Milano IULM;1505;F;3110
2010/2011;Milano IULM;1505;M;1348
2010/2011;Milano Politecnico;1502;F;12700
2010/2011;Milano Politecnico;1502;M;25559
2010/2011;Milano San Raffaele;1508;F;1209
2010/2011;Milano San Raffaele;1508;M;743
2010/2011;Modena e Reggio Emilia;3601;F;10616
2010/2011;Modena e Reggio Emilia;3601;M;8855
2010/2011;Molise;7001;F;4669
2010/2011;Molise;7001;M;3405
2010/2011;Napoli Benincasa;6304;F;8820
2010/2011;Napoli Benincasa;6304;M;1650
2010/2011;Napoli Federico II;6301;F;49727
2010/2011;Napoli Federico II;6301;M;38434
2010/2011;Napoli L'Orientale;6303;F;8184
2010/2011;Napoli L'Orientale;6303;M;2344
2010/2011;Napoli Parthenope;6302;F;7728
2010/2011;Napoli Parthenope;6302;M;9706
2010/2011;Napoli Pegaso - telematica;6307;F;1750
2010/2011;Napoli Pegaso - telematica;6307;M;4173
2010/2011;Napoli Vanvitelli;6306;F;17161
2010/2011;Napoli Vanvitelli;6306;M;12653
2010/2011;Novedrate e-Campus - telematica;1301;F;2485
2010/2011;Novedrate e-Campus - telematica;1301;M;3726
2010/2011;Padova;2801;F;34463
2010/2011;Padova;2801;M;27109
2010/2011;Palermo;8201;F;32764
2010/2011;Palermo;8201;M;21990
2010/2011;Parma;3401;F;17170
2010/2011;Parma;3401;M;13411
2010/2011;Pavia;1801;F;12552
2010/2011;Pavia;1801;M;10055
2010/2011;Perugia;5401;F;15649
2010/2011;Perugia;5401;M;11958
2010/2011;Perugia Stranieri;5403;F;875
2010/2011;Perugia Stranieri;5403;M;601
2010/2011;Piemonte Orientale;201;F;5939
2010/2011;Piemonte Orientale;201;M;3747
2010/2011;Pisa;5001;F;24329
2010/2011;Pisa;5001;M;22257
2010/2011;Reggio Calabria;8001;F;4908
2010/2011;Reggio Calabria;8001;M;4924
2010/2011;Reggio Calabria - Dante Alighieri;8003;F;285
2010/2011;Reggio Calabria - Dante Alighieri;8003;M;71
2010/2011;Roma  Mercatorum - telematica;5814;F;86
2010/2011;Roma  Mercatorum - telematica;5814;M;146
2010/2011;Roma Biomedico;5808;F;779
2010/2011;Roma Biomedico;5808;M;559
2010/2011;Roma Europea;5812;F;500
2010/2011;Roma Europea;5812;M;338
2010/2011;Roma Foro Italico;5806;F;634
2010/2011;Roma Foro Italico;5806;M;1349
2010/2011;Roma La Sapienza;5801;F;72917
2010/2011;Roma La Sapienza;5801;M;49937
2010/2011;Roma LUISS;5805;F;4140
2010/2011;Roma LUISS;5805;M;3576
2010/2011;Roma LUMSA;5803;F;4511
2010/2011;Roma LUMSA;5803;M;2222
2010/2011;Roma Marconi - telematica;5810;F;3029
2010/2011;Roma Marconi - telematica;5810;M;7142
2010/2011;Roma San Raffaele - telematica;5816;F;121
2010/2011;Roma San Raffaele - telematica;5816;M;205
2010/2011;Roma Tor Vergata;5802;F;16956
2010/2011;Roma Tor Vergata;5802;M;14951
2010/2011;Roma Tre;5807;F;22471
2010/2011;Roma Tre;5807;M;15544
2010/2011;Roma UNICUSANO - telematica;5815;F;3015
2010/2011;Roma UNICUSANO - telematica;5815;M;6202
2010/2011;Roma UNINETTUNO - telematica;5813;F;2014
2010/2011;Roma UNINETTUNO - telematica;5813;M;3203
2010/2011;Roma UNINT;5809;F;851
2010/2011;Roma UNINT;5809;M;504
2010/2011;Roma UNITELMA - telematica;5811;F;585
2010/2011;Roma UNITELMA - telematica;5811;M;785
2010/2011;Salento;7501;F;15738
2010/2011;Salento;7501;M;8153
2010/2011;Salerno;6501;F;22789
2010/2011;Salerno;6501;M;14584
2010/2011;Sannio;6201;F;3660
2010/2011;Sannio;6201;M;3416
2010/2011;Sassari;9001;F;9966
2010/2011;Sassari;9001;M;5249
2010/2011;Siena;5201;F;10381
2010/2011;Siena;5201;M;7219
2010/2011;Siena Stranieri;5202;F;559
2010/2011;Siena Stranieri;5202;M;122
2010/2011;Teramo;6701;F;4700
2010/2011;Teramo;6701;M;3603
2010/2011;Torino;101;F;41486
2010/2011;Torino;101;M;25079
2010/2011;Torino Politecnico;102;F;7410
2010/2011;Torino Politecnico;102;M;18824
2010/2011;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;F;222
2010/2011;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;M;157
2010/2011;Trento;2201;F;8488
2010/2011;Trento;2201;M;7937
2010/2011;Trieste;3201;F;11056
2010/2011;Trieste;3201;M;8290
2010/2011;Tuscia;5601;F;3867
2010/2011;Tuscia;5601;M;5099
2010/2011;Udine;3001;F;8815
2010/2011;Udine;3001;M;7758
2010/2011;Urbino;4101;F;9452
2010/2011;Urbino;4101;M;5687
2010/2011;Venezia Cà Foscari;2701;F;11510
2010/2011;Venezia Cà Foscari;2701;M;6455
2010/2011;Venezia Iuav;2702;F;2916
2010/2011;Venezia Iuav;2702;M;3118
2010/2011;Verona;2301;F;15428
2010/2011;Verona;2301;M;8259
